Text,Label,AiTypeNormalized,CategoryNormalized
ciidamada dowladda soomaaliya saakay dhaq dhaqaaqyo ciidan wadaan deegaano degmooyin tirsan gobolka bakool halkaas dagaalameen alshabaab dad xoolaley horjoogayaasha dadka xoolaleyda sheegeen alshabaab xoolo farabadan qaateen dad xoolaley nool tuulooyin hoostaga degmada xudur taas dadka shacabka dul qaadan waayeen ciidamo tirsan kuwa dowladda soomaaliya maamulka koonfur galbeed dhaq dhaqaaqyo ciidan wadaan deegaanka yabyab hoostaga degmada xuddur ee gobolka bakool deegaano kale halkaas sugan yihiin xubno tirsan alshabaab saraakiil tirsan ciidamada xoogga dalka sheegeen inay wadaan howlgallo kale doonayaan inay shabaab uga saaraan deegaano degmooyin tirsan gobolka bakoolisla markaana baadi goob hayaan xubno tirsan alshabaab ee mararka qaar weerarada geysta top ventes,HUMAN,HUMAN,Unknown
qoraalkan qoto dheer iftiiminayaa kalasarraynta ee bulshada soomaaliyeed dhex jirta isagoo tilmaamaya dalka uu kala qaybsamay laba dabaqadood weyn kala fog danyar danayste qoraagu xeel dheer diidayaa nidaamyada kale ee adeegsado siyaasadda soomaaliyeed sida saddex afar ama 45 isaga doodaya xaqiiqadu tahay laba qaybood iska soo horjeedakuwa haysta awoodda hantida kuwa laga duudsiiyay xuquuqdooda aasaasiga hore qoraagu sawirayaa laba adduun isku dhex jira balse aan ogeyn dhinac yaal magaalooyin casri dhisan leh daaro dhaadheer nalal qurxoon nolol muuqaal ahaan soo jiidasho leh halka dhinaca kale sugan yihiin malaayiin dad laga barakiciyay dhulkoodii nool duruufo adag ildaran faqri hoy laaan adeeg laaan dadkan danyarta laga qaaday dhulkii noolaayeen qarniyo badan waxaana lagu riixay duleedyada magaalooyinka ama miyiga aan wax adeeg jirin qoraagu tusaale soo qaadanayaa magaalooyinka waaweyn sida hargeysa boosaaso muqdisho kismaayo halkaas dadkii saboolka ahaa laga raray goobihii noolaayeen loona diray meelaha ugu fog ee aan lahayn adeegyo aasaasi kale uu tilmaamayaa kooxo muddo dheer takoorayay kuwaas weli wajahaya caddaaladdarro quudhsi bulsho intaa dheer dadkii shaqayn jiray beeraha kalluumaysiga dhaqashada xoolaha laga qaaday kheyraadkoodii halka kuwa kale faaiideystaan dhididkooda shaqadooda iyaga aan wax faaiido helin dhinaca adeegyada bulshada qoraagu muujinayaa inkastoo dalka uu leeyahay dugsiyo isbitaallo jaamacado haddana dhammaan adeegyadaasi xiranyihiin lacag tani keentay danyarta aysan helin waxbarasho caafimaad ama xitaa biyo nadiif magaalooyinka duleedyadooda miyiga gaar uga liita adeegyada taasoo sii xoojineysa kala fogaanshaha dhexeeya bulshada muuqata dalka uu noqday laba duni kala goanmid ladan adeegyo helaya mid sabool laga reebay kastaba ha ahaatee qoraagu qirayaa burburkii dowladeed kadib jireen dad dadaal sameeyay bixiyay adeegyo muhiim sida waxbarashada caafimaadka biyaha korontada laakiin caqabadda ugu weyn noqotay adeegyadaasi aysan noqon kuwo wada siman yahay taasi keentay dadka qaar helaan adeegyo tayo leh halka kuwa kale gebi ahaanba maqan yihiin qoraagu sidoo kale adag dhaliilayaa nidaamka dhaqaale ee saleysan suuqa xorta sheegayaa nidaamkani uu kordhiyo hantida balse uusan cadaalad qaybin taasi keentay hanti badan gacanta gasho dad tiro yar halka inta badan bulshada sii dhacdo saboolnimo tilmaamayaa aragtidan weyn taageeraan dalalka reer galbeedka hayadaha caalamiga kuwaas diiradda saara kobaca dhaqaalaha halkii eegi lahaayeen sida hantidu gaarto bulshada inteeda kale qoraagu soo bandhigayaa aragti duwan tan suuqa xorta taas saleysan caddaalad bulsho aragtiyadan baaqayaan suuqa xakameeyo hortago dulmiga lana hubiyo hantida cadaalad qaybinayo kale lagu talinayaa hirgeliyo nidaam cashuureed waxkuool maalgeliyo adeegyada bulshada sida waxbarashada caafimaadka biyaha guriyeynta ujeeddada ugu weyn qof kasta uu helo xuquuqdiisa aasaasiga isla markaana aan ogolaan kalasarrayntu noqoto mid joogto jiilba jiil gudubta laga hadlayo siyaasadda qoraagu sheegayaa maamullada dalka aysan sinnayn labada dabaqadood eedeynayaa inay safan yihiin danaystayaasha isla markaana aysan dhab daryeelin danyarta tilmaamayaa siyaasadda ganacsigu isku milmeen taasoo keentay kuwa awoodda leh sii xoojiyaan danahooda gaarka ugu dambayn qoraagu bixinayaa talooyin wajahan danyarta soomaaliyeed boorinayaa inay yeeshaan baraarug siyaasadeed abaabulaan kana madaxbannaanaadaan qabiilka sidoo kale dhiirrigelinayaa inay bartaan hababka xuquuqdooda difaaci karaan isla markaana sameeyaan isbahaysiyo yeeshaan awood siyaasadeed qoraagu caddeynayaa tallaabooyinkani aysan fududayn balse yihiin kuwo lama huraan helitaanka caddaalad gabagabadii qoraalkan xooggan adkaynayaa danta danyartu tahay dan qaran isla markaana awoodsiintoodu tahay furaha xalka dhibaatooyinka bulshada haddii aan helin nidaam caddaalad dhisan dadka dhan siman gaarsiiyo adeegyada aasaasiga kalasarraynta dulmiga sii jiri doona sidaa darteed isbeddel dhab iman karaa keliya danyarta siiyo awood difaacaan xuquuqdooda loona abuuro nidaam dhaqaale bulsho dhisan sinaan caddaalad,AI,AI,Unknown
horumarka isdhexgalka socdaalka taariikhiga ee muqdisho city club mustaqbalka kubbadda cagta soomaaliya kubbadda cagta soomaaliya maraysaa marxalad isbeddel weyn iyadoo markan guurayo hannaanka baahinta ciyaaraha xoojinta xiriirka dhaxeeya kooxaha dhisan caasimadda kuwa dhisan maamul goboleedyada dalka talaabada ugu dambeysay ee qaaday kooxda muqdisho city club mcc mid mid naadiyada ugu faca weyn uguna qalabaysan dalka calaamad bilowga xilli cusub saameyn weyn yeelan doona dhismaha qaranka horumarinta hibada ciyaartoyda soomaaliyeed socdaalka muqdisho city club hadafka wadashaqeynta guddoomiyaha naadiga muqdisho city club abuukar maxamed sheekh cad sheegay qorshahoodu uusan koobnayn kaliya ciyaar kubbaddeed balse uu yahay mid lagu dhisayo buundooyin wadashaqeyn maamulku goaansaday kooxdu safar shaqo mid ciyaareed marto dhammaan xarumaha maamul goboleedyada dalka safarkani bilaabanayaa dowlad goboleedka puntland halkaas kooxdu kula soo ciyaari doonto naadiyada deegaanka kulamo saaxiibtinimo xiiso leh ujeedka guud ee socdaalkan helo madal kooxaha soomaaliyeed wadaagi karaan khibradaha farsamada maamulka muqdisho city club matasha dowladda hoose ee caasimadda doonaysaa tusaale noqoto sida kooxuhu horseedi karaan nabadda isdhexgalka bulshada booqashada puntland gobollada kale fursad siinaysaa ciyaartoyda heerka koowaad ee caasimadda inay kulmaan dhiggooda gobollada taas kor qaadaysa kalsoonida ciyaartoyda aan helin fursadaha caalamiga ee mararka qaar jira muqdisho baaqii xiriirka soomaaliyeed ee kubbadda cagta guddoomiyaha xiriirka soomaaliyeed ee kubbadda cagta cabdiqani saciid carab weyn soo dhaweeyay tillaabadan isagoo hadlayay hoggaanka kooxaha dalka dhiirigeliyay naadi kastaa uu caado dhigto sanadkiiba mar ama laba jeer uu safro caasimadaha kale ee dalka sida uu sheegay guddoomiye carab tababarada kulamada saaxiibtinimo ee gobollada lagu qabto qeyb laxaad leh qaadanayaan horumarka guud ee kubbadda cagta dalka kooxaha caasimadda dhisan safrayaan gobollada keenayaan qalab farsamooyin tababar casri sawir dhiirigelin dhalinyarada gobollada nool tani sidoo kale caawinaysaa xiriirka uu ogaado ciyaartoyda cusub ee kartida leh ee laga yaabo inay qarsoon yihiin gobollada fogfog kuwaas aan helin indhaha indhaindheeyayaasha ciyaaraha scouts fursadaha ciyaartoyda gobollada caqabadaha jira waqtiyadii soo dhaafay fursadda kaliya ee ciyaartoyda maamul goboleedyada soo bandhigi kareen hibadooda ahayd tartanka maamul goboleedyada gobolka banaadir kaas sannadkiiba mar lagu qabto muqdisho kasta tartankaas uu yahay mid guuleystay haddana kuma filna horumarinta joogtada ee ciyaaryahanka guddoomiye abuukar maxamed sheekh rumeysan booqashooyinka kooxaha heerka koowaad tagayaan gobollada soo afjarayso godoominta ciyaaraha ee jirtay meelaha qaar tani dhalinyarada gobollada siinaysaa fursad toos ugu dhex milmaan ciyaartoyda xirfadleyda iyadoo kooxaha sida muqdisho city club halkaas qoran karaan ciyaartoy cusub tayo leh taas faaiido labada dhinacba aragtida falanqeeyayaasha maqaamka cusub ee ciyaaraha cabduulahi faarax daguur falanqeeye dhanka ciyaaraha aad ixtiraamo qaba aragti duwan midda maamulka kaliya isagoo taageeray socdaalka mcc ayuu haddana xusay tallaabadan ahayd mid laga soo daahay daguur soo jeediyay qorshe aad weyn fiinaalaha tartamada waaweyn ee dalka sida koobka jeneraal daauud ama tartanka maamul goboleedyada lagu qabto magaalooyinka sida garowe kismaayo baydhabo ama dhuusamareeb falanqeeyuhu doodayaa haddii tartamada finalka laga saaro muqdisho kaliya lana geeyo gobollada isdhexgalka bulshada taageerayaal badan safri lahaa gobollada taas xoojinaysa walaalnimada dhaqaalaha ganacsiga gobollada kor kacaya inta socdaan tartamada waaweyn xiisaha xiisaha kubbadda cagta gaari lahaa heerkii ugu sarreeyay maadaama dadka gobolladu heli lahaayeen fursad arkaan ciyaaro heer sare live saameynteeda fog gebagebo dhaqdhaqaaqa bilowday muqdisho city club ma ahan kaliya ciyaar kubbaddeed ee fariin nabadeed midnimo koox socota muqdisho tagto puntland kadibna aaddo jubbaland ama galmudug jebinaysaa darbi kasta siyaasadeed ama bulsho jiri kara dalka kubbadda cagta luqadda kaliya ee wada hadlaan dhammaan dhalinyarada soomaaliyeed iyadoon eegin deegaan ugu dambeyntii horumarka kubbadda cagta soomaaliya xiran yahay sida loogu dhiirado laga baxo aagga raaxada comfort zone ee caasimadda socdaalka mcc ee puntland bilow wanaagsan waxaana rajeynayaa naadiyada kale ee horyaalada heerka koowaad labaad dhabadaas raacaan sida uu sheegay cabduulahi daguur mustaqbalka fog dalka dhan uu noqdo garoon ciyaaruhu dhacaan soomaaliya dhigi doontaa mid mid quwadaha ciyaaraha ee bariga afrika iyadoo isla markaana laga helayo bulsho isku xiran jecel gaaro hadafkaas baahan yahay horumariyo kaabayaasha ciyaaraha ee gobollada garoomo leh cawska macmalka xiriirka kubadda cagtu uu taageero dhaqaale mid farsamo siiyo kooxaha safraya maamul goboleedyadu fududeeyaan amniga soo dhaweynta kooxaha martida tallaabada muqdisho city club farriin cad muujinaysa kubbadda cagtu tahay midnimo,AI,AI,Unknown
marco asensio goolka guusha dhaliyay real madrid kulankii xalay lugta hore ee wareega 16ka uefa champions league wajahday kooxda ajax amsterdam ajax aya adag ula ciyaartay real madrid kulankaan iyadoo nicolás tagliafico hakim ziyech weyn ugu dhaxmuuqdeen kooxda reer holland karim benzema hogaanka dhiibay real madrid kulankaan marida ahaayeen natherlands hor inta hakim ziyech uusan barbareyn laakiin xiddiga reer spain ee asensio sedax daqiiqo hor dhamaadka ciyaarta goolka guusha dhaliyay kooxda real madrid guud ahaan ciyaarta kusoo dhamaatay 21 badisay kooxda martida aheyd ee los blancos dhinaca kale tottenham 30 kaga badisay kooxda borussia dortmund iyadoo son vertonghen llorente shabaqa soo taabteen kulankaan,HUMAN,HUMAN,Unknown
daraasad sameysay wasaaradda boostada isgaarsiinta teknolojiyada lagu ogaaday baraha internetka ee wasaaradaha dawladda intooda badan qoran yihiin af ingiriisi halka afka soomaaliga uu yahay afka labaad daraasaddan sameeyay bishii diseembar 2018 sheegeysa 18 mid baraha internetka ee 26ka wasaaradood af ingiriisi qoran yihiin halka 12 kaliya leeyihiin qeyb soomaali iyadoo wasaaradda boostada tahay wasaaradda kaliya ee websitekeeda uu leeyahay qeyb af carabi inkastoo wasaaradaha qaarkood uu tarjumidda markaasba sameynayo google taas aan ahayn tarjumaad sax wasaaraddu ugu baaqeysaa wasaaradaha inay soo dhammeystiraan xogaha saaran barahooda shacabka soomaaliyeed ula socon karaan waxqabadkooda,HUMAN,HUMAN,Unknown
guddoomiyaha gobolka banaadir ahna duqa magaalada muqdisho cumar maxamud maxamed cumar filish xafiiskiisa aqalka dowlada hoose ee xamar kulan gaar kula qaatay qaar kamid dadka baahiyaha gaarka qaba ee dhaqan degmooyinka gobolka banaadir isagoo kala hadlay sidii xoojin lahaa wadashaqeynta maamulka gobolka banaadir bulshada naafada kulankani goob joog ahaa guddoomiye kuxigeenada maamulka gobolka banaadir xoghayaha guud ee gobolka banaadiriyadoo duqa magaalada muqdisho uu warbixino quseeya xaalada dadka baahiyaha gaarka qaba dhageestay hoggaanka golaha naafada qaranka kuwaas sheegay iney dadka naafada baahan yihiin daryeel gaar iney helaan fursada lamid kuwa lasiiyo dadka lixaadkooda dhameestiran yihiin guddoomiyaha gobolka banaadir ahna duqa magaalada muqdisho mudane cumar maxamud maxamed cumar filish uu sheegay maamulkiisa uu diyaar yahay garab istaaga dadka baahiyaha gaarka qaba iney helaan fursada wax kuool,HUMAN,HUMAN,Unknown
wararka laga helayo magaalada boosaaso sheegaya doon ganacsi sidday shixnad shidaal dab qabsatay xilli sugnayd meel dhow dekedda magaalada doontan lagu magacaabo nuur saabir timid dalka imaaraadka carabta waxaana sheegay inay rarnayd ganacsato soomaaliyeed sugan puntland dabka sheegay inuu lama filaan uga kacay doonta iyadoo degdeg faafay maadaama sidday shidaal tani sare qaaday khatarta cabsi laga qabo dabku uu sii xoogeysto ama uu gaarsiiyo waxyeello ballaaran qiiq culus laga arkayay goobta taasoo muujineysa baaxadda dabka maamulka dekedda kooxaha gurmadka isla markiiba bilaabay dadaallo lagu daminayo dabka hortago inuu fido doonyo kale ama qaybaha kale ee dekedda sarkaal tirsan dekedda boosaaso xaqiijiyay doonta waday shidaal isla markaana lahayd ganacsato soomaaliyeed inkasta aan weli cad shaacin khasaaraha rasmiga haddana jira walaac saabsan burburka dhashay dabka gaar ahaan haddii shidaalkii saarnaa uu gubtay filayaa baaritaan sameeyo ogaado sababta keentay dabkan isla markaana qaado tallaabooyin hortagayo mar kale dhacdo sidan kale soo noqoto,AI,AI,Unknown
waxaan qori doonaa maqaal faahfaahsan saabsan wareejinta labada xiddig ee arsenal chelsea wareejinta xiddigyada guendouzi bakayoko amaah ugu wareegay kooxaha horyaalka yurub suuqa wareejinta ciyaaraha kubadda cagta ee yurub mar walba buuxa xogta cusub ee saabsan xiddigyada guuraya kooxaha kala duwan xilligaan wareejinta labada koox ee caanka ee ingriiska arsenal chelsea goaano muhiim qaatay saabsan xiddigyada haystaan laakiin aan buuxda uga qayb qaadan ciyaaraha kooxahooda labada xiddig ee khadka dhexe mateo guendouzi ee arsenal tiémoué bakayoko ee chelsea amaah ugu wareegay kooxaha horyaalka yurub kuwaasoo faraxsanaa helista labaadan ciyaarle khibrad badan leh guendouzi kacsanaha aan meesha hayn karin mateo guendouzi mid mid ciyaarleyaasha ugu talentyada badan ee jiilka cusub ee kubadda cagta faransiiska dhalinyarada ee 21 jirka arsenal soo biiray sanadkii 2018 isagoo yimid kooxda faransiiska ee lorient wuxuuna dhakhso ugu soo noqday mid mid ciyaarleyaasha muhiimka ee kooxda gunners haddana xilli ciyaareedkii 201920 xaaladdiisu weyn isbadashay dhibaatada guendouzi bilaabatay uu maamulka kooxda arsenal yimid khilaaf dabeecad darteed tababare mikel arteta kaasoo arsenal soo biiriyay bishii disembar 2019 isagoo yimid kooxda manchester city halkaas uu ahaa kaaliyaha carlo ancelotti adag maamulay kooxda arteta caddeeyay ciyaarleyaasha dhaqma xun xilli ciyaareedka ciyaareedkooda kaga xumaan doono guendouzi kaasoo muuqata ugu khilaafay amarrada tababaruhu dhamaadkii xilli ciyaareedkii hore boos waayay kooxda xaaladda ugu xumayd dhacday kooxda brighton guuleysatay arsenal guendouzi xun dhaqmay sheegay ciyaarleyaasha brighton mushaharkiisu sarreeyo kuwa brighton falkan dabeecad dartiis ayuu markaas rasmi uga saaray kooxda arteta tan markaa guendouzi ma uusan ciyaarin arsenal wax ciyaar isagoo bahnaa goob ciyaar cusub uu sii horumariyaa xirfadiisa kooxda hertha berlin ee horyaalka bundesliga jarmalka fursaddan faaiidaystay soo dhaweysay guendouzi heshiis amaah guendouzi kaasoo xilligaan 22 jir haatan ciyaari doona caasimadda jarmalka berlin isagoo rajaysan uu dib ugu soo laabto arsenal isagoo kobcay xirfaddiisu kor kacday arsenal dhanka kale inkastoo rabeen iibiyaan guendouzi xagaagan ma aysan heli wax koox fudud ugu qaadi lahayd mushaharkiisa sidaas darteed goaanka ugu fiican ee laba geesoodka wanaagsan ahaa ahaa amaah siiyo guendouzi uu uguna faaiidaysto xilli ciyaareed uu ciyaaro kana hirgeliyaa xirfadiisa labadooduba faaiidaystaan heshiiskaas bakayoko maandooriye aan helin goobtiisa tiémoué bakayoko mid mid xiddigyada ugu waaweyn ee suuqa wareejinta ciyaaraha yurub xilligii uu chelsea soo biiriyay sanadkii 2017 chelsea bixisay 40 milyan ginni ugu keento xiddiggan faransiiska ee yimid monaco halkaas uu caanka ahaa xilliga monaco gaartay xagga premier league 2017 haddana waxyaabihii filayay uu gaaro chelsea kuma uusan gaarin xilli ciyaareedkiisii koowaad ee chelsea bakayoko adag dhibsaday ciyaarihu way adag tahay premier league wuxuuna adkaatay bakayoko inuu qabsado habdhaqanka xawaaraha ciyaaraha ingriiska inkastoo uu lahaa jir awood badan ciyaaro fiican qaadi kara haddana jawaabihiisii ciyaaraha ahaa ma uusan ahayn kuwa filayay xilli ciyaareedkiisii koowaad tababarayaasha chelsea aakhirkii goaansaday inuu amaah tago uu uga horumariyaa xirfadiisa meel kale xilli ciyaareedkii 201819 bakayoko amaah tegay kooxda talyaaniga ee ac milan halkaas uu hooseeya tababare gennaro gattuso gattuso kaasoo ciyaarle dhex ahaa xirfadiisa qaatay ac milan fiican ula shaqeeyay bakayoko bakayoko milan muujiyay xirfad wanaagsan wuxuuna caawiyay kooxda joogteynta xayeysiiskeeda serie a xilligaas amaahda bakayoko horumar muuqda sameeyay ciyaariisa waana arrin weyn muhiim noqotay mustaqbalkiisa xilli ciyaareedkii 201920 bakayoko amaah kale ayuu qaatay markan ciyaaray kooxda monaco kooxdii uu yimid monaco horyaalka faransiiska ciyaarta ligue 1 wanaagsan uga faaiidaystay bakayoko inkastoo xilli ciyaareedkaas uu ciyaarleyaasha badan wadaagay goobaha ciyaaraha haddana sii watay inuu muujiyaa heerka ciyaareedka ee aad fiilayay haatan chelsea goaamisay bakayoko xilli ciyaareedka 202021 amaah ugu warto kooxda napoli ee horyaalka serie a tababare gennaro gattuso kaasoo hore uga shaqeeyay ac milan haatan hoggaamiyaha napoli wuxuuna dheeri doonayay bakayoko xiriirka fiican ee dhexeeya bakayoko gattuso sahlayay heshiiskan gaaro bakayoko kaasoo khibrad lahaa serie a deg deg ula qabsan lahaa habdhaqanka ciyaaraha talyaaniga muhiimadda amaahda suuqa wareejinta xaaladda labada xiddigba muujinayaan sida muhiimka ee amaahda ciyaarleyaasha tahay ciyaaraha kubadda cagta casriga kooxaha waaweyn sida arsenal chelsea marar badan haysata ciyaarleyaasha badan ee aan joogto uga qaybgeli karin ciyaaraha kooxahooda amaahda fududeysaa labadii dhinacba kooxda dirtaa keenaysaa ciyaarlahaan uu sii horumariyaa xirfadiisa halka kooxda qaataa hesho ciyaarlaha baahan tahay meelgaar ciyaarleyaasha sidoo kale way faaiidaystaan maxaa yeelay helaan fursadda muujiyaan xirfadahooda kartida leeyihiin taas horseedaysa dib ugu soo laabaan kooxahooda asaliga xirfad horumarsan ama kala iibsado kooxaha kale guendouzi bakayoko labadooduba haatan jiraan marhale xasaasi xirfadahooda muhiim labadooduba faaiidaystaan fursadahan amaahda ugu soo laabaan xirfadahooda heerka ugu sarreeya ciyaarta kubadda cagta salaysan tahay natiijooyinka mana jiraan labaatan fursadood badan ee lagu helo guusha labadooduba tahay adeegsadaan xilligaan dib ugu caddaynaan doono xirfad leeyihiin heerka ugu sarreeya ee kubadda cagta yurub maqaalkan kooban yahay 950 eray saabsan wareejinta guendouzi bakayoko isagoo faahfaahsan sharaxaya xaaladda labada xiddig muhiimadda goaannada amaahda,AI,AI,Unknown
golaha wasiirrada xukuumadda federaalka soomaaliya kulan maanta yeesheen muqdisho meel mariyeen siyaasadda istaraatiijiyadda qaran ee isgaarsiinta teknoolojiyadda golaha soo gudbisay wasaaradda postda isgaarsiinta teknoolojiyadda istaraatiijiyadda siyaasadda qaran ee isgaarsiinta teknoolojiyadda dejiyay shanta sano ee soo socota 20202024 qorsheeyay lagu jiheeyo dadaallada kala duwan ee isgaarsiinta teknolojiyada dalka wadaan dhammaan daneeyeyaasha kala duwan isugu jira dawladda shirkadaha hayadaha shaqeeya horumarinta cid kasta khuseyso shirka golaha guddoominayay raiisul wasaare xasan cali khayre sidoo kale lagu ansixiyay dib ugu biiritaanka soomaaliya ee ururka dagaallanka ayaxa ee waddamada bariga afrika siyaasadda istaraatiijiyadda qaran ee isgaarsiinta teknoolojiyadda taabaneysa dhinacyada kala duwan ee lagu horumarin karo teknolojiyada sida waxbarashada caafimaadka beeraha ganacsiga adeegyada kale ee dawladda fulinteeda qeyb gelaya wasaaradaha khuseyso ee heer federaal heer dawladgoboleed,HUMAN,HUMAN,Unknown
war daqiiqado hor soo gaaray war qabadka goobjoog fm sheegaya rag hubeysan weerareen isla markaana dhaawac geysteen wariye tirsan suxufiyiinta howl gala magaalada muqdisho koox hubeysan bastoolado rasaas dhabarka kaga dhuftay cabdirisaaq jaamac cilmi black shaqeynayay telefishinka somali chanel dhaawaca wariyaha loola cararay isbitaalka madiina halkaas imika lagu dabiibayo qof sugan gudaha isbitaalka sheegay goobjoog fm dhaqaatiirta mashquulsanyihiiin dhaawaca wariyaha isla markaana uu saaranyahay saalada qaliinka wixii war ee soo kordha warkan kala soco goobjoog fm,HUMAN,HUMAN,Unknown
guddiga xalinta dhibaatada qiime dhaca shillinka soomaaliga ee puntland maanta baaqay meel soo jeesto shakhsiyaadka xagal daacinaya dadaalada loogu jiro socod siinta lacagta shilinka soomaaliga weli laga diidan yahay gudaha puntland newsinsidewasiirkii hore ee maaliyadda puntland faarax cali shire xubin guddigan sheegay shireen ganacsatada magaalada bosaso ayna isla qaateen lacagta soomaaliga socodsiiyo jahwareerka bulshada saaro dhammaan kulanay ganacsatada bixiya adeegyada bulshada waxaan muddo shan cishe wada hadlaynay lacagta socodsiiyo meelna loogasoo jeesto dadka dhibaatada wada nala qaateen lacagta socodsiiyo wax lagu iibsado ayuu yiri faarax cali shire faarax cali shire ganacsatada ugu baaqay lacagahooda shilin soomaaliga dhigtaan bangiga dhexe ee puntland ayna bixiyaan canshuuraha waajibay magaalada bosaso meelaha ugu badan ee taagan yihiin caqabadaha shilin soomaaliga waxayna saldhig tahay ganacsiga ugu badan ee yaala puntland talaabo kasta sameeyaan ganacsatada bosaso toos saameeysaa magaalooyinka kale dhinaca kale bangiga dhexe ee puntland jaangoyn sameeyay sarifka lacagaha wuxuuna sheegay halkii dollar lagu jaangooyay 40kun shilin soomaali halka gacanta dambana tahay 42 kun markaad shilin soomaali bedelaysid dollar abdiweli m sheikh hiiraan online,HUMAN,HUMAN,Unknown
safiirka dowladda maraykanka fadhiga soomaaliya ambassador donal yamamoto sheegay taageerada maraykanka siinayaan soomaaliya xilligaan tahay mid diyaarsanhayeeshee dowladda federaalka baahan inay timaado siyaasad dhanyahay sidoo kale uu soo hadal qaaday dadaalada dowladda wado aadan qorshaha deyn cafintawaxaana uu sheegay dayn cafinta aysan ahayn qura dhanka maaliyadda balse jirto siyaasad wanaagsan dhanyahay arrimaha khilaafka jubbaland dowladda federaalka ayuu hadlayisaga dhowr mar cel celiyay dowladda muhiim tahay inay diyaariso siyaasad mideysan dhan yahay xubnaha wakiilada caalamka ee qeybgalaya shirka caalamiga ee madasha iskaashiga intooda badan dalbanayay dowladda federaalka timaado siyaasad dhan yahay iyada shirka maqan yihiin maamulada puntland jubbaland,HUMAN,HUMAN,Unknown
muslimiinta mareykanka koboc joogto hayadda pew research center horseeday baaritaanka faahfaahsan ee bulshadda muslimka mareykanka markii sahaminteedii ugu horreysay samaysay sanadkii 2007 natiijooyinkii sahamintaas muujiyeen tirada muslimiinta dalka gaaraysay 235 milyan tiro aad muhiim ahayd fahmo baaxadda bulshada muslimka ee mareykanka toban sano dib 2017dii cilmibaarisyadii sameeyay soo ifbixiyeen isbedel cad tiradii korodhay 345 milyan kobocani ma ahayn mid yar waxaana cad tusaya bulshadda muslimka mareykanka xoogga sii kordhayso sanad walba haddii kobocani sii waato sidii saadaashuhu tilmaamaysaa 2050dii muslimiintu gaaraan 81 milyan taasoo matali doonta 21 wadarta guud ee dadweynaha mareykanka tani noqon doontaa tallaabo weyn muujinaysa cufnaanta saameynta sii kordhaysa ee bulshada muslimka ee nolosha wadaagga mareykanka eego halka soo jeedaan dalalkii ugu badan ee muslimiinta soo yimaadeen mid pakistan iran hindiya afghanistan hase yeeshee baare khibrad leh yiraahdo bagby xusay socdaalka imaanaya dalalkaas uusan ahayn sababta kaliya ama ugu weyn ee koboca dhowaa fududaanaha guurista gudaha dhalashada biirista diinta sidoo kale door muhiim ciyaara tani tusinaysaa bulshadda muslimka mareykanka aysan kaliya kordhayso muhaajiriinta imanaya dalalka ajnabiga balse xoogteeda isdaba joog heshay dad badan sababo kala duwan leh xiriirka leeyihiin diinta islaamka,AI,AI,Unknown
cheick tiote xiddigii hore ee newcastle united geeriyooday hadii uu tababar qaadanayey beijing xiddigan ivory coast xulka uu bishii febraayo beijing enterprises biijay wadnahu istaagay maadaama uu soomanaa dada 30 jir ayuu geeriyooday isbitaalka cararay laakiin halkaas ayuu ugu dambayntii dhintay heerka sare ee kubadda cagta ayuu anderlecht fc twente ciyaari waayey sanadihii 2008 2010 dhaxaysay,AI,AI,Unknown
